bsnpr_id,season,franchise_id,games,points,players_source_url,jug05_source_url,jug05_team_raw,jug05_retrieved_at
143,1995,brujos_guayama,26,135,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,GUAYAMA,2026-09-10T01:55:54Z
143,1996,cariduros_fajardo,17,189,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,FAJARDO,2026-09-10T01:55:54Z
143,1997,polluelos_aibonito,29,145,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,AIBONITO,2026-09-10T01:55:54Z
143,1998,polluelos_aibonito,8,33,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,AIBONITO,2026-09-10T01:55:54Z
143,1999,polluelos_aibonito,26,237,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,AIBONITO,2026-09-10T01:55:54Z
143,2000,polluelos_aibonito,26,238,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,AIBONITO,2026-09-10T01:55:54Z
143,2002,,20,221,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,CAYEY,2026-09-10T01:55:54Z
143,2003,vaqueros_bayamon,18,61,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,BAYAMON,2026-09-10T01:55:54Z
143,2003,titanes_morovis,12,135,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,MOROVIS,2026-09-10T01:55:54Z
143,2004,maratonistas_coamo,26,266,https://web.archive.org/web/20090411231151id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=143&e=11,https://web.archive.org/web/20061119230613id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1H&r3=00179&r=00045&e=COAMO,COAMO,2026-09-10T01:55:54Z
144,2003,gigantes_carolina,30,400,https://web.archive.org/web/20091004045433id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=144&e=,https://web.archive.org/web/20061007174742id_/http://www.bsnpr.com:80/jug05.asp?r3=00061&r2=462686RWYU&r=00086&e=,CAROLINA,2026-09-10T01:58:11Z
144,2004,maratonistas_coamo,20,168,https://web.archive.org/web/20091004045433id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=144&e=,https://web.archive.org/web/20061007174742id_/http://www.bsnpr.com:80/jug05.asp?r3=00061&r2=462686RWYU&r=00086&e=,COAMO,2026-09-10T01:58:11Z
148,2002,leones_ponce,3,6,https://web.archive.org/web/20171030093558id_/http://www.bsnpr.com/jugadores/jugador.asp?id=148,https://web.archive.org/web/20061206115703id_/http://www.bsnpr.com:80/jug05.asp?r3=KGAGM&r2=TLRPRTYNXO&r=00098&e=,PONCE,2026-09-10T02:07:25Z
