franchise_id,season,season_source,slug,timestamp,original_url,status,local_file
santeros_aguada,2017,capture_year,Santeros_de_Aguada,20171115063608,http://basketball.latinbasket.com/team/Puerto-Rico/Santeros_de_Aguada/1976?Page=1,ok,santeros_aguada_2017.html
santeros_aguada,2018,capture_year,Santeros-de-Aguada,20181012124014,https://basketball.latinbasket.com/team/Puerto-Rico/Santeros-de-Aguada/1976,ok,santeros_aguada_2018.html
santeros_aguada,2019,capture_year,Santeros-de-Aguada,20190721090536,https://basketball.latinbasket.com/team/Puerto-Rico/Santeros-de-Aguada/1976,ok,santeros_aguada_2019.html
vaqueros_bayamon,2013,capture_year,Vaqueros_de_Bayamon,20131122110707,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros_de_Bayamon/1677,ok,vaqueros_bayamon_2013.html
vaqueros_bayamon,2014,capture_year,Vaqueros_de_Bayamon,20141220231707,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros_de_Bayamon/1677,ok,vaqueros_bayamon_2014.html
vaqueros_bayamon,2015,year_param,Vaqueros-de-Bayamon,20160517223025,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros-de-Bayamon/1677?Year=2015,ok,vaqueros_bayamon_2015.html
vaqueros_bayamon,2016,capture_year,Vaqueros-de-Bayamon,20160918155639,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros-de-Bayamon/1677,ok,vaqueros_bayamon_2016.html
vaqueros_bayamon,2017,capture_year,Vaqueros_de_Bayamon,20171104223840,http://basketball.latinbasket.com/team/Puerto-Rico/Vaqueros_de_Bayamon/1677?Page=1,ok,vaqueros_bayamon_2017.html
vaqueros_bayamon,2018,capture_year,Vaqueros-de-Bayamon,20181012124041,https://basketball.latinbasket.com/team/Puerto-Rico/Vaqueros-de-Bayamon/1677,ok,vaqueros_bayamon_2018.html
vaqueros_bayamon,2019,capture_year,Vaqueros-de-Bayamon,20190701050249,https://basketball.latinbasket.com/team/Puerto-Rico/Vaqueros-de-Bayamon/1677,ok,vaqueros_bayamon_2019.html
