obs_source,player_raw,club_raw,season,candidate_ids,candidate_names,club_franchise_id,club_match_ids,reason
historic_scoring_champions.csv,GEORGIE TORRES,FAJARDO,1987,,,cariduros_fajardo,,no canonical name match
player_season_leaders_2000_2002.csv,Goldston,ARECI,2000,,,capitanes_arecibo,,no canonical name match
player_season_leaders.csv,"Green, Davin",Gallitos,2010,,,,,no canonical name match
player_season_leaders.csv,"Han, Francis Jo",Criollos,2009,,,criollos_caguas,,no canonical name match
player_season_leaders.csv,"Han, Francis Jo",Gallitos,2010,,,,,no canonical name match
player_season_leaders.csv,"Han, Francis Jo",Santeros,2018,,,santeros_aguada,,no canonical name match
player_season_leaders.csv,"Han, Francis Jo",Vaqueros,2019,,,vaqueros_bayamon,,no canonical name match
player_season_leaders.csv,"Han, Francis Jo",Mets,2020,,,mets_guaynabo,,no canonical name match
player_season_leaders.csv,"Han, Francis Jo",Mets,2021,,,mets_guaynabo,,no canonical name match
player_season_leaders_2000_2002.csv,Hatton,SAN G,2000,,,atleticos_san_german,,no canonical name match
player_season_stats_2001_2004.csv,"Hatton, B.",Leones de Ponce,2001,,,leones_ponce,,no canonical name match
player_season_stats_2001_2004.csv,"Hatton, B.",Leones de Ponce,2002,,,leones_ponce,,no canonical name match
player_season_stats_2001_2004.csv,"Hatton, B.",Leones de Ponce,2003,,,leones_ponce,,no canonical name match
player_season_leaders_2000_2002.csv,"Hatton, Bobby",PONCE,2001,,,leones_ponce,,no canonical name match
player_season_leaders.csv,"Hatton, Roberto Jo",Capitanes,2008,,,capitanes_arecibo,,no canonical name match
player_season_leaders.csv,"Hatton, Roberto Jo",Leones,2010,,,leones_ponce,,no canonical name match
player_season_leaders_2000_2002.csv,"Haywood, Jamal",PONCE,2001,,,leones_ponce,,no canonical name match
player_season_stats_2001_2004.csv,"Hidalgo, C.",Polluelos de Aibonito,2001,,,polluelos_aibonito,,no canonical name match
player_season_leaders_2000_2002.csv,"Hiraldo, Christophe",CAYEY,2002,,,toritos_cayey,,no canonical name match
player_season_leaders.csv,"Holloway, Terrell 'T",Piratas,2021,,,piratas_quebradillas,,no canonical name match
player_season_leaders_2000_2002.csv,Honeycut,ISABE,2000,,,gallitos_isabela,,no canonical name match
player_season_leaders_2000_2002.csv,"Houroutunier, Rolando",SANTU,2001,,,cangrejeros_santurce,,no canonical name match
player_season_stats_2001_2004.csv,"Hourrutiner, R.",Cangrejeros de Santurce,2001,,,cangrejeros_santurce,,no canonical name match
player_season_stats_2001_2004.csv,"Hourrutunier, R.",Cangrejeros de Santurce,2003,,,cangrejeros_santurce,,no canonical name match
player_season_leaders_2000_2002.csv,Jackson,BAYAM,2000,,,vaqueros_bayamon,,no canonical name match
player_season_leaders_2000_2002.csv,Ketner,CAGUA,2000,,,criollos_caguas,,no canonical name match
player_season_leaders.csv,"Lee, Alfred 'Bu",Leones,1986,,,leones_ponce,,no canonical name match
player_season_leaders.csv,"Lee, Carmelo An","Conquistadores, Guaynabo",2007,,,conquistadores_guaynabo,,no canonical name match
player_season_leaders.csv,"Lee, Carmelo An",Conquistadores,2008,,,conquistadores_aguada,,no canonical name match
player_season_leaders.csv,"Lee, Carmelo An",Vaqueros,2010,,,vaqueros_bayamon,,no canonical name match
player_season_leaders.csv,"Lee, Carmelo An",Piratas,2013,,,piratas_quebradillas,,no canonical name match
player_season_leaders.csv,"Lee, Carmelo An",Piratas,2014,,,piratas_quebradillas,,no canonical name match
player_season_leaders_2000_2002.csv,"Leeks, Kenny",ISABE,2001,,,gallitos_isabela,,no canonical name match
player_season_leaders_2000_2002.csv,Lockhart,QUEBR,2000,,,piratas_quebradillas,,no canonical name match
player_season_leaders_2000_2002.csv,Long,GUAYA,2000,,,brujos_guayama,,no canonical name match
player_season_leaders_2000_2002.csv,"Lopez, Angel M.",CAYEY,2002,,,toritos_cayey,,no canonical name match
player_season_leaders.csv,"Lopez, Carlos 'Ya",Atleticos,2018,,,atleticos_san_german,,no canonical name match
player_season_leaders.csv,"Lopez, Carlos 'Ya",Capitanes,2019,,,capitanes_arecibo,,no canonical name match
player_season_stats_2001_2004.csv,"Lozada, Z.",Polluelos de Aibonito,2001,,,polluelos_aibonito,,no canonical name match
player_season_stats_2001_2004.csv,"Lozano, Z.",Toritos de Cayey,2002,,,toritos_cayey,,no canonical name match
player_season_stats_2001_2004.csv,"Luna, M.",Maratonistas de Coamo,2001,,,maratonistas_coamo,,no canonical name match
player_season_stats_2001_2004.csv,"Luna, M.",Maratonistas de Coamo,2002,,,maratonistas_coamo,,no canonical name match
player_season_leaders_2000_2002.csv,"Mackey, Malcom",SAN G,2001,,,atleticos_san_german,,no canonical name match
player_season_leaders_2000_2002.csv,Mackie,PONCE,2000,,,leones_ponce,,no canonical name match
player_season_leaders.csv,"Martinez, Jack Micha",Conquistadores,2008,,,conquistadores_aguada,,no canonical name match
player_season_leaders.csv,"Maura, Kevin 'K.J",Cariduros,2021,,,cariduros_fajardo,,no canonical name match
player_season_leaders.csv,"Mayo, Ovinton 'O",,2018,,,,,no canonical name match
player_season_leaders_2000_2002.csv,Mcdonald,GUAYN,2000,,,,,no canonical name match
player_season_stats_2001_2004.csv,"Medrano, G.",Titanes de Morovis,2002,,,titanes_morovis,,no canonical name match
player_season_stats_2001_2004.csv,"Melendez Jr., F.",Indios de Mayaguez,2002,,,indios_mayaguez,,no canonical name match
player_season_leaders.csv,"Meléndez, Ricardo 'R",Cariduros,2020,,,cariduros_fajardo,,no canonical name match
player_season_stats_2001_2004.csv,"Meyers, G.",Indios de Mayaguez,2001,,,indios_mayaguez,,no canonical name match
player_season_leaders_2000_2002.csv,Mincy,BAYAM,2000,,,vaqueros_bayamon,,no canonical name match
player_season_leaders.csv,"Morales, Luis Damia",Indios,2014,,,,,no canonical name match
player_season_leaders.csv,"Morales, Mario 'Qui",Mets,1986,,,mets_guaynabo,,no canonical name match
player_season_leaders.csv,"Narvaez, Manuel Ant","Maratonistas, Coamo",2007,,,maratonistas_coamo,,no canonical name match
player_season_leaders.csv,"Narvaez, Manuel Ant",Leones,2010,,,leones_ponce,,no canonical name match
player_season_leaders.csv,"Narvaez, Manuel Ant",Mets,2012,,,mets_guaynabo,,no canonical name match
player_season_leaders_2000_2002.csv,Nieves,CAROL,2000,,,gigantes_carolina,,no canonical name match
player_season_leaders_2000_2002.csv,Nieves,CAGUA,2000,,,criollos_caguas,,no canonical name match
player_season_leaders_2000_2002.csv,Ortiz,SANTU,2000,,,cangrejeros_santurce,,no canonical name match
player_season_stats_2001_2004.csv,"Ortiz, I.",Maratonistas de Coamo,2003,,,maratonistas_coamo,,no canonical name match
player_season_leaders_2000_2002.csv,Pagan,MOROV,2000,,,titanes_morovis,,no canonical name match
player_season_leaders_2000_2002.csv,"Perez, Felix Javi",ARECI,2002,,,capitanes_arecibo,,no canonical name match
player_season_leaders.csv,"Perez, Rafael Alb",Gallitos,2010,,,,,no canonical name match
player_season_leaders.csv,"Priutt, Shawn",Gallitos,2010,,,,,no canonical name match
player_season_leaders_2000_2002.csv,Quinones,ISABE,2000,,,gallitos_isabela,,no canonical name match
player_season_leaders.csv,"Quiñonez, Jose 'Will",Criollos,1986,,,criollos_caguas,,no canonical name match
player_season_leaders.csv,"Ramirez, Luis Steve",Indios,2012,,,,,no canonical name match
player_season_leaders.csv,"Ramirez, Luis Steve",Indios,2014,,,,,no canonical name match
player_season_stats_2001_2004.csv,"Richard, J.",Vaqueros de Bayamon,2001,,,vaqueros_bayamon,,no canonical name match
player_season_leaders_2000_2002.csv,"Richard, Jaja",BAYAM,2001,,,vaqueros_bayamon,,no canonical name match
player_season_leaders.csv,"Rios, Roberto 'B",Atleticos,1986,,,atleticos_san_german,,no canonical name match
player_season_leaders_2000_2002.csv,Rivera,ARECI,2000,,,capitanes_arecibo,,no canonical name match
player_season_leaders.csv,"Rivera, Carlos Rub",Capitanes,2008,,,capitanes_arecibo,,no canonical name match
player_season_leaders.csv,"Rivera, Carlos Rub",Indios,2012,,,,,no canonical name match
player_season_leaders.csv,"Rivera, Carlos Rub",Leones,2013,,,leones_ponce,,no canonical name match
player_season_leaders.csv,"Rivera, Carlos Rub",Leones,2014,,,leones_ponce,,no canonical name match
player_season_leaders.csv,"Rivera, Carlos Rub",Leones,2018,,,leones_ponce,,no canonical name match
player_season_leaders.csv,"Rivera, Carlos Rub",Leones,2020,,,leones_ponce,,no canonical name match
player_season_leaders.csv,"Rivera, Carlos Rub",Leones,2021,,,leones_ponce,,no canonical name match
player_season_leaders_2000_2002.csv,Rodriguez,AIBON,2000,,,polluelos_aibonito,,no canonical name match
player_season_leaders.csv,"Rodriguez, Angel Dani",Vaqueros,2021,,,vaqueros_bayamon,,no canonical name match
player_season_leaders_2000_2002.csv,Santiago,BAYAM,2000,,,vaqueros_bayamon,,no canonical name match
player_season_leaders_2000_2002.csv,Santiago,SANTU,2000,,,cangrejeros_santurce,,no canonical name match
player_season_leaders.csv,"Santiago, Angel 'Cac",,1986,,,,,no canonical name match
player_season_leaders.csv,"Santiago, Daniel 'Da",Capitanes,2012,,,capitanes_arecibo,,no canonical name match
player_season_leaders.csv,"Santiago, Daniel 'Da",Cangrejeros,2014,,,cangrejeros_santurce,,no canonical name match
player_season_leaders.csv,"Santiago, Jr., Benito",Vaqueros,2020,,,vaqueros_bayamon,,no canonical name match
player_season_leaders.csv,"Santiago, Jr., Benito",,2021,,,,,no canonical name match
player_season_leaders.csv,"Santos, William ""b",Gallitos,1986,,,,,no canonical name match
player_season_stats_2001_2004.csv,"Shamsid Deen, A.",Maratonistas de Coamo,2001,,,maratonistas_coamo,,no canonical name match
player_season_leaders.csv,"Sheppard, Kevin Alph",Conquistadores,2008,,,conquistadores_aguada,,no canonical name match
player_season_leaders_2000_2002.csv,Simms,MOROV,2000,,,titanes_morovis,,no canonical name match
player_season_leaders_2000_2002.csv,"Simms, Willie",ISABE,2002,,,gallitos_isabela,,no canonical name match
player_season_stats_2001_2004.csv,"Simpkins, D.",Criollos de Caguas,2002,,,criollos_caguas,,no canonical name match
player_season_leaders_2000_2002.csv,"Simpkins, Dickie",CAGUA,2002,,,criollos_caguas,,no canonical name match
player_season_leaders_2000_2002.csv,Simpson,CAROL,2000,,,gigantes_carolina,,no canonical name match
player_season_leaders_2000_2002.csv,Stewart,SAN G,2000,,,atleticos_san_german,,no canonical name match
player_season_leaders_2000_2002.csv,"Taylor, Erick",SAN G,2002,,,atleticos_san_german,,no canonical name match
player_season_stats_2001_2004.csv,"Torres, P.",Criollos de Caguas,2001,,,criollos_caguas,,no canonical name match
player_season_leaders_2000_2002.csv,Travieso,MOROV,2000,,,titanes_morovis,,no canonical name match
player_season_leaders.csv,"Trimble, Romelo 'Me",Piratas,2019,,,piratas_quebradillas,,no canonical name match
player_season_leaders_2000_2002.csv,"Trimingham, Leon",SANTU,2001,,,cangrejeros_santurce,,no canonical name match
player_season_stats_2001_2004.csv,"Trimminhan, L.",Cangrejeros de Santurce,2001,,,cangrejeros_santurce,,no canonical name match
player_season_leaders_2000_2002.csv,Turner,ARECI,2000,,,capitanes_arecibo,,no canonical name match
player_season_leaders.csv,"Vassallo, Angel Dani",Mets,2012,,,mets_guaynabo,,no canonical name match
player_season_leaders.csv,"Vassallo, Angel Dani",Capitanes,2013,,,capitanes_arecibo,,no canonical name match
player_season_leaders.csv,"Vassallo, Angel Dani",Leones,2014,,,leones_ponce,,no canonical name match
player_season_leaders.csv,"Vassallo, Angel Dani",Leones,2019,,,leones_ponce,,no canonical name match
player_season_leaders.csv,"Vassallo, Ángel Dani",Leones,2020,,,leones_ponce,,no canonical name match
player_season_leaders_2000_2002.csv,Vega,CAGUA,2000,,,criollos_caguas,,no canonical name match
player_season_leaders.csv,"Vega, Christophe",Vaqueros,2008,,,vaqueros_bayamon,,no canonical name match
historic_scoring_champions.csv,WILLIE SIMMS,MOROVIS,2000,,,titanes_morovis,,no canonical name match
player_season_stats_2001_2004.csv,"Wiley, J.",Brujos de Guayama,2001,,,brujos_guayama,,no canonical name match
player_season_leaders.csv,"Williams, Leon Verno",Cangrejeros,2013,,,cangrejeros_santurce,,no canonical name match
player_season_leaders.csv,"Williams, Leon Verno",Cangrejeros,2014,,,cangrejeros_santurce,,no canonical name match
player_season_leaders_2000_2002.csv,Wilson,COAMO,2000,,,maratonistas_coamo,,no canonical name match
player_season_leaders_2000_2002.csv,"Wilson, Monti",AIBON,2001,,,polluelos_aibonito,,no canonical name match
historic_scoring_champions.csv,ADOLFO PORRATA,SAN JUAN,1967,10,"Porrata Doria, Adolfo",capitalinos_san_juan,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Abreu, Alex",Santeros,2019,12998,"Abreu Vazquez, Alex",santeros_aguada,12998,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Abreu, Álex",Cariduros,2021,12998,"Abreu Vazquez, Alex",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Akindele, Jeleel",Vaqueros,2020,13035,"Akindele, Jeleel",vaqueros_bayamon,13035,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Alomar, C.",Gigantes de Carolina,2001,271,"Alomar, Carlos",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Alomar, C.",Leones de Ponce,2003,271,"Alomar, Carlos",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Alonzo, Noe",Caciques,2012,2754,"Alonzo Chavez, Noe",caciques_humacao,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Amaro, E.",Brujos de Guayama,2001,593,"Amaro, Emanuel",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Aminu, Alade",Atleticos,2021,13308,"Aminu, Alade",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Andújar, Emmanuel '",Cariduros,2021,13104,"Andujar Ortiz, Emmanuel",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Aponte, R.",Brujos de Guayama,2001,2045,"Aponte Flecha, Roberto",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Arroyo, Carlos A.",Leones,2019,273,"Arroyo Bermúdez, Carlos A.",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Arrufat, E.",Piratas de Quebradillas,2001,528,"Arrufat Albarran, Eduardo",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Arrufat, E.",Leones de Ponce,2003,528,"Arrufat Albarran, Eduardo",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Arrufat, Eduardo",QUEBR,2001,528,"Arrufat Albarran, Eduardo",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Ashley, Brandon",Indios,2020,13260,"Ashley, Brandon",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Austin, Isaiah",Mets,2020,13269,"Austin, Isaiah",mets_guaynabo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Aviles, L.",Gigantes de Carolina,2002,1530,"Aviles Delgado, Luis gabriel",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Ballinger, Adam",,2007,2346,"Ballinger, Adam",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Barnes, L.",Maratonistas de Coamo,2001,1417,"Barnes, Lamont",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Barrientos, A.",Capitanes de Arecibo,2001,234,"Barrientos Valle, Axel",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Bass, Paris",Atleticos,2020,13271,"Bass, Paris",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Bass, Paris",Atleticos,2021,13271,"Bass, Paris",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Belardo, Gabriel J.",Brujos,2020,2815,"Belardo Del Rio, Gabriel J.",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Benson, M.",Brujos de Guayama,2001,1590,"Benson Carrasco, Mark Anthony",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Benson, M.",Cangrejeros de Santurce,2001,1590,"Benson Carrasco, Mark Anthony",cangrejeros_santurce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Benson, Mark",SANTU,2001,1590,"Benson Carrasco, Mark Anthony",cangrejeros_santurce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Benson, Mark",GUAYA,2001,1590,"Benson Carrasco, Mark Anthony",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Benson, Mark",SANTU,2002,1590,"Benson Carrasco, Mark Anthony",cangrejeros_santurce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Bishop, Tony",Cangrejeros,2021,13015,"Bishop, Tony",cangrejeros_santurce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Bonilla, K.",Criollos de Caguas,2001,1394,"Bonilla Diaz, Kelvin",criollos_caguas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Bonilla, K.",Gigantes de Carolina,2002,1394,"Bonilla Diaz, Kelvin",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Borgos, R.",Gigantes de Carolina,2001,2007,"Borgos, Rich",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Borgos, R.",Gigantes de Carolina,2002,2007,"Borgos, Rich",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Brady, Chris",Santeros,2020,13173,"Brady, Chris",santeros_aguada,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Branch, Onzie",Atleticos,2020,12969,"Branch, Onzie",atleticos_san_german,12969,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Bravo, A.",Gallitos de Isabela,2001,228,"Bravo, Arturo",gallitos_isabela,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Brown, Ernest",,2007,633,"Brown Stubbs, Ernest",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Burgess, Chris",,2012,374,"Burgess, Chris",,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,CARL SIMPSON,CAROLINA,2001,270,"Simpson, Carl",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Calderon, J.",Capitanes de Arecibo,2002,1237,"Calderon, Jose l.",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Calderon, Y.",Capitanes de Arecibo,2002,2333,"Calderon Sierra, Yorell",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Carrasquillo, A.",Criollos de Caguas,2001,196,"Carrasquillo Rivera, Antonio",criollos_caguas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Carrasquillo, A.",Criollos de Caguas,2002,196,"Carrasquillo Rivera, Antonio",criollos_caguas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Carrasquillo, A.",Titanes de Morovis,2003,196,"Carrasquillo Rivera, Antonio",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders_2000_2002.csv,"Carrasquillo, Antonio",CAGUA,2001,196,"Carrasquillo Rivera, Antonio",criollos_caguas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Cepeda, J.",Gigantes de Carolina,2001,990,"Cepeda Martinez, James",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Chiclana, J.",Gigantes de Carolina,2001,1089,"Chiclana Carlo, Jonas",gigantes_carolina,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Christmas, Rakeem",Mets,2020,13263,"Christmas, Rakeem",mets_guaynabo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Cidre, G.",Capitanes de Arecibo,2001,831,"Cidre, Guillermo",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Cintron, Raymond",Capitanes,2019,2826,"Cintron Cortes, Raymond",capitanes_arecibo,2826,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Cintrón, Raymond",Capitanes,2020,2826,"Cintron Cortes, Raymond",capitanes_arecibo,2826,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Clark, S.",Maratonistas de Coamo,2002,2169,"Clark, Shelly",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Clarke, Coty",Piratas,2020,13107,"Clarke, Coty",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Clavell, Gilberto",Santeros,2020,2701,"Clavell, Gilberto",santeros_aguada,2701,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Clavell, Gilberto",Cariduros,2021,2701,"Clavell, Gilberto",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Clemente, Denis",Capitanes,2019,2702,"Clemente, Denis",capitanes_arecibo,2702,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Clemente, Denis",Capitanes,2020,2702,"Clemente, Denis",capitanes_arecibo,2702,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Collier, Devon",Indios,2019,12927,"Collier, Devon",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Collins, De angelo",Leones,2010,460,"Collins, De angelo",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Colon, Benjamin",Vaqueros,2019,2336,"Colon Mojica, Benjamin",vaqueros_bayamon,2336,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Colon, P.",Piratas de Quebradillas,2001,1797,"Colon, Pedro",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Colon, P.",Capitanes de Arecibo,2002,1797,"Colon, Pedro",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Costner, Brandon",,2018,13045,"Costner, Brandon",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Cotte, J.",Capitanes de Arecibo,2001,1077,"Cotte Martinez, John",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Cotte, J.",Toritos de Cayey,2002,1077,"Cotte Martinez, John",toritos_cayey,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,DOMINGO GONZALEZ,SAN JUAN,1954,483,"Gonzalez, Domingo",capitalinos_san_juan,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Daily, K.",Titanes de Morovis,2003,1406,"Daily, Kevin",titanes_morovis,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Daniels, Will",Brujos,2020,12964,"Daniels, Will",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Davila, F.",Brujos de Guayama,2001,666,"Davila Ortiz, Felix",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Davila, F.",Indios de Mayaguez,2001,666,"Davila Ortiz, Felix",indios_mayaguez,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"De Jesus, Jezreel",,2018,2823,"De Jesús, Jezreel",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"De Jesus, Jezreel",Indios,2019,2823,"De Jesús, Jezreel",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"De Jesús, Jezreel",Capitanes,2021,2823,"De Jesús, Jezreel",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Delk, Tony",,2008,2470,"Delk, Tony",,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Diaz, Guillermo",Atleticos,2019,2666,"Diaz, Guillermo",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Diaz, Guillermo",Cariduros,2021,2666,"Diaz, Guillermo",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Dionisio, M.",Capitanes de Arecibo,2002,1644,"Dionisio Rivera, Miguel",capitanes_arecibo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Domenech, I.",Cangrejeros de Santurce,2001,923,"Domenech, Irving",cangrejeros_santurce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Duran, Cliff",Vaqueros,2021,2367,"Duran Colon, Cliff",vaqueros_bayamon,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,EDGAR LEON,FAJARDO,1988,507,"León, Edgar",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,EDGAR LEON,FAJARDO,1990,507,"León, Edgar",cariduros_fajardo,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,EVELIO DROZ,BAYAMON,1959,655,"Droz Ramos, Evelio",vaqueros_bayamon,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Echevarria, A.",Brujos de Guayama,2001,209,"Echevarria Diaz, Armando",brujos_guayama,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Echevarria, A.",Leones de Ponce,2001,209,"Echevarria Diaz, Armando",leones_ponce,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_stats_2001_2004.csv,"Echevarria, A.",Maratonistas de Coamo,2002,209,"Echevarria Diaz, Armando",maratonistas_coamo,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Elonu, Chinemelu",Capitanes,2020,13031,"Elonu, Chinemelu",capitanes_arecibo,13031,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Elonu, Chinemelu",Capitanes,2021,13031,"Elonu, Chinemelu",capitanes_arecibo,13031,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Emory, Carlos",Piratas,2021,2838,"Emory, Carlos",piratas_quebradillas,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Erazo, Josue",Atleticos,2020,13233,"Erazo Torres, Josue",atleticos_san_german,,"unique name match, season not in known career span (or player has no profile yet)"
player_season_leaders.csv,"Ere, Ebi",Caciques,2014,2347,"Ere Bell, Ebi",caciques_humacao,,"unique name match, season not in known career span (or player has no profile yet)"
historic_scoring_champions.csv,FRANK CORTES,SAN JUAN,1971,745,"Cortes Quiñones, Frank",capitalinos_san_juan,,"unique name match, season not in known career span (or player has no profile yet)"
