bsnpr_id,season,team_raw,games,points,source_id,source_url,retrieved_at
2705,2011,"Vaqueros, Bayamon",19,210,wayback_bsnpr_players,https://web.archive.org/web/20170812174047id_/http://www.bsnpr.com/jugadores/jugador.asp?id=2705,2026-09-08T14:56:38Z
2715,2011,"Atleticos, San German",1,9,wayback_bsnpr_players,https://web.archive.org/web/20110624051253id_/http://bsnpr.com:80/jugadores/jugador.asp?id=2715&e=7,2026-09-08T14:56:40Z
2722,2012,"Brujos, Guayama",9,29,wayback_bsnpr_players,https://web.archive.org/web/20130614021705id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2722&e=13,2026-09-08T14:56:43Z
2722,2013,"Brujos, Guayama",5,4,wayback_bsnpr_players,https://web.archive.org/web/20130614021705id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2722&e=13,2026-09-08T14:56:43Z
2726,2012,"Vaqueros, Bayamon",5,2,wayback_bsnpr_players,https://web.archive.org/web/20170715121452id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2726&e=,2026-09-08T14:56:45Z
2726,2013,"Mets, Guaynabo",19,60,wayback_bsnpr_players,https://web.archive.org/web/20170715121452id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2726&e=,2026-09-08T14:56:45Z
2726,2014,"Caciques, Humacao",4,13,wayback_bsnpr_players,https://web.archive.org/web/20170715121452id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2726&e=,2026-09-08T14:56:45Z
2726,2015,"Maratonistas, Coamo",41,126,wayback_bsnpr_players,https://web.archive.org/web/20170715121452id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2726&e=,2026-09-08T14:56:45Z
2726,2016,"Caciques, Humacao",22,23,wayback_bsnpr_players,https://web.archive.org/web/20170715121452id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2726&e=,2026-09-08T14:56:45Z
2726,2017,"Caciques-Gallitos, Humacao-Isabela",23,49,wayback_bsnpr_players,https://web.archive.org/web/20170715121452id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2726&e=,2026-09-08T14:56:45Z
2727,2012,"Brujos, Guayama",25,110,wayback_bsnpr_players,https://web.archive.org/web/20140122200045id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2727&e=,2026-09-08T14:56:47Z
2734,2012,"Atleticos, San German",17,182,wayback_bsnpr_players,https://web.archive.org/web/20171201232756id_/http://www.bsnpr.com/jugadores/jugador.asp?id=2734,2026-09-08T14:56:49Z
2735,2012,"Atleticos, San German",9,16,wayback_bsnpr_players,https://web.archive.org/web/20140122200050id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2735&e=,2026-09-08T14:56:51Z
2735,2013,"Atleticos, San German",19,21,wayback_bsnpr_players,https://web.archive.org/web/20140122200050id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2735&e=,2026-09-08T14:56:51Z
2737,2012,"Capitanes, Arecibo",17,90,wayback_bsnpr_players,https://web.archive.org/web/20191215060345id_/https://www.bsnpr.com/jugadores/jugador.asp?id=2737,2026-09-08T14:56:53Z
2737,2013,"Mets, Guaynabo",15,57,wayback_bsnpr_players,https://web.archive.org/web/20191215060345id_/https://www.bsnpr.com/jugadores/jugador.asp?id=2737,2026-09-08T14:56:53Z
2739,2012,"Piratas, Quebradillas",15,40,wayback_bsnpr_players,https://web.archive.org/web/20130428001131id_/http://www.bsnpr.com:80/jugadores/jugador.asp?id=2739&e=,2026-09-08T14:56:55Z
